"A1","A2","A3","Taxa","Position","set"
0.0618524194417959,-0.118240212544685,0.0234930345011631,"calopteryxvirgo","all sites","complete dataset"
0.0199897392750951,-0.31900194436266,-0.118331213220932,"centroptilumluteolum","all sites","complete dataset"
0.110788954298863,-0.0286962299489148,0.19151640265957,"ceracleaalbimacula","all sites","complete dataset"
0.110788954298863,-0.0286962299489148,0.19151640265957,"ceracleaannulicornis","all sites","complete dataset"
0.110788954298863,-0.0286962299489148,0.19151640265957,"ceracleadissimilis","all sites","complete dataset"
0.110788954298863,-0.0286962299489148,0.19151640265957,"ceracleasp","all sites","complete dataset"
0.0409380906818327,-0.0646265971084511,0.0344405975527077,"ceratopogoninaepalpomyiinaegensp","all sites","complete dataset"
0.0600123377747438,-0.0104926814761257,0.276096909775671,"chaetopteryginistenophylacinigensp","all sites","complete dataset"
0.0566870150988349,-0.0155930049198137,0.293424976445689,"chaetopteryxvillosavillosa","all sites","complete dataset"
0.125534687935814,0.0948942059970464,-0.171783418746606,"chaoboridaegensp","all sites","complete dataset"
-0.0128098888746338,0.0821042747446126,0.0259456032338451,"cheliferasp","all sites","complete dataset"
0.168567658062583,0.0938328124380572,0.0900057019600664,"cheumatopsychelepida","all sites","complete dataset"
0.0847588713287241,0.0620932226996491,-0.027886239842363,"chironomidaegensp","all sites","complete dataset"
0.0847588713287241,0.0620932226996492,-0.0278862398423631,"chironominaegensp","all sites","complete dataset"
0.129702173885453,-0.0106075292541642,-0.0975209764184024,"chironominigensp","all sites","complete dataset"
-0.0804782203502822,-0.116375885184538,-0.0077374930996339,"chrysopilussp","all sites","complete dataset"
-0.022985550896113,0.0770299182287347,0.0434232319619699,"clinocerinaegensp","all sites","complete dataset"
-0.0260591034136707,-0.262909175689088,-0.108175498218732,"cloeondipterum","all sites","complete dataset"
-0.0260591034136707,-0.262909175689088,-0.108175498218732,"cloeonsimile","all sites","complete dataset"
0.0302603469941128,-0.169319275175052,0.0667869293392616,"coenagrionidaegensp","all sites","complete dataset"
-0.0147625459713104,-0.12117064980097,-0.314846875888843,"corbiculafluminea","all sites","complete dataset"
0.0439406999122172,-0.224511526763968,-0.0652152762081685,"cordulegasterboltonii","all sites","complete dataset"
0.091604960212857,0.156827382458898,-0.170602491937018,"cordylophoracaspia","all sites","complete dataset"
-0.0982905264864873,0.141036416913973,-0.0492445237177356,"corixidaegensp","all sites","complete dataset"
-0.237024879015148,-0.130764702457244,-0.241303385112526,"corophiidaegensp","all sites","complete dataset"
-0.237024879015148,-0.130764702457244,-0.241303385112526,"corophiumcurvispinum","all sites","complete dataset"
-0.134914545826238,-0.161048753029326,-0.171871166611786,"crangonyxpseudogracilis","all sites","complete dataset"
-0.238644333597415,-0.13047835982747,-0.227031295732,"crangonyxniphargussp","all sites","complete dataset"
0.056095035438972,-0.0277092017325946,0.189204163466998,"crunoeciairroratairrorata","all sites","complete dataset"
0.102040890501333,-0.0464999771296693,-0.105191236969671,"culicidaegensp","all sites","complete dataset"
0.213849634986199,0.195468480438898,0.0658986009776423,"cyrnustrimaculatus","all sites","complete dataset"
0.0123263263784502,0.27658611647937,-0.0366245584620452,"dendrocoelumlacteum","all sites","complete dataset"
-0.321888651679626,0.142243532022279,0.0772640164122002,"deronectesplatynotusad","all sites","complete dataset"
-0.0919093971891601,0.0203029843525772,-0.0677523489923711,"dicranotasp","all sites","complete dataset"
-0.199814027613314,-0.126444302021968,-0.200809050519914,"dikerogammarussp","all sites","complete dataset"
-0.199814027613314,-0.126444302021968,-0.200809050519914,"dikerogammarusvillosus","all sites","complete dataset"
-0.0557656106471224,0.275688399613807,-0.1311954222629,"dinapunctata","all sites","complete dataset"
-0.0557656106471226,0.275688399613807,-0.1311954222629,"dinasp","all sites","complete dataset"
0.104038321337426,-0.343557235439694,-0.0532818261585473,"dinocrassp","all sites","complete dataset"
0.20955825112885,0.0189955399596998,-0.0547294569591992,"diurabicaudata","all sites","complete dataset"
0.103706637907663,0.205199638890691,-0.0799716686569236,"dixasp","all sites","complete dataset"
-0.0254363083695679,0.105787780000349,-0.048147885465898,"dolichopodidaegensp","all sites","complete dataset"
-0.0440971498599631,-0.0913525953450614,-0.219382189210454,"dreissenapolymorpha","all sites","complete dataset"
-0.0440971498599631,-0.0913525953450614,-0.219382189210454,"dreissenarostriformisbugensis","all sites","complete dataset"
0.0648165130017504,-0.00152309007381451,0.243397104523512,"drususannulatusbiguttatus","all sites","complete dataset"
0.0648165130017504,-0.0015230900738145,0.243397104523512,"drusussp","all sites","complete dataset"
-0.0185654522705845,0.239541204719224,-0.0292764276587901,"dugesiagonocephala","all sites","complete dataset"
-0.0185654522705845,0.239541204719223,-0.0292764276587901,"dugesialugubrispolychroa","all sites","complete dataset"
-0.0185654522705845,0.239541204719223,-0.0292764276587901,"dugesiasp","all sites","complete dataset"
-0.0185654522705845,0.239541204719224,-0.0292764276587901,"dugesiatigrina","all sites","complete dataset"
-0.27569532457298,0.135501954015515,0.108019119888361,"dytiscidaegenspad","all sites","complete dataset"
-0.27569532457298,0.135501954015515,0.108019119888361,"dytiscidaegensplv","all sites","complete dataset"
-0.167719175075813,0.00300469708538478,0.136096405183531,"dytiscussplv","all sites","complete dataset"
0.0662795549659961,0.00906851184242909,0.273306920031723,"ecclisopteryxdalecarlica","all sites","complete dataset"
0.0185169738416679,-0.205466645753681,0.0887801903091297,"ecdyonurusdispar","all sites","complete dataset"
0.0185169738416679,-0.205466645753681,0.0887801903091297,"ecdyonurushelveticusgr","all sites","complete dataset"
0.0185169738416679,-0.205466645753681,0.0887801903091297,"ecdyonurussp","all sites","complete dataset"
0.018516973841668,-0.205466645753681,0.0887801903091297,"ecdyonurusvenosusgr","all sites","complete dataset"
-0.257299805144193,-0.124514874419398,-0.224893369733264,"echinogammarusischnus","all sites","complete dataset"
-0.257299805144194,-0.124514874419398,-0.224893369733264,"echinogammarustrichiatus","all sites","complete dataset"
0.173232823626412,-0.00608198352176694,0.0325806068852824,"ecnomustenellus","all sites","complete dataset"
-0.0963641611016972,0.198860602987692,-0.10665317160531,"eiseniellatetraedra","all sites","complete dataset"
0.0123342147363796,-0.332946059437579,-0.0297529020434802,"electrogenaaffinis","all sites","complete dataset"
0.0123342147363796,-0.332946059437579,-0.0297529020434802,"electrogenaujhelyii","all sites","complete dataset"
-0.238024172377095,0.015462674262266,0.109253346128273,"elmisaeneamaugetiirietschelirioloidesad","all sites","complete dataset"
-0.238024172377095,0.015462674262266,0.109253346128273,"elmisobscuraad","all sites","complete dataset"
-0.238024172377095,0.015462674262266,0.109253346128273,"elmisspad","all sites","complete dataset"
-0.238024172377095,0.015462674262266,0.109253346128273,"elmissplv","all sites","complete dataset"
-0.233249085774872,-0.113609664579245,0.0745889418997925,"elodesminutagrad","all sites","complete dataset"
-0.233249085774872,-0.113609664579245,0.0745889418997925,"elodesminutagrlv","all sites","complete dataset"
-0.233249085774872,-0.113609664579245,0.0745889418997925,"elodesspad","all sites","complete dataset"
-0.233249085774872,-0.113609664579245,0.0745889418997925,"elodessplv","all sites","complete dataset"
-0.226517882246121,0.063978912094486,-0.0263958447430645,"eloeophilasp","all sites","complete dataset"
-0.0128098888746338,0.0821042747446125,0.0259456032338451,"empididaegensp","all sites","complete dataset"
-0.0324661882298974,0.178924700284036,-0.178219335240709,"enchytraeidaegensp","all sites","complete dataset"
-0.0223169020760353,-0.303359762240105,0.00881647937250067,"epeorusassimilis","all sites","complete dataset"
0.118464314729243,-0.251370422930715,-0.173629442113367,"ephemeradanica","all sites","complete dataset"
0.118464314729243,-0.251370422930715,-0.173629442113367,"ephemerasp","all sites","complete dataset"
0.118464314729243,-0.251370422930715,-0.173629442113367,"ephemeravulgata","all sites","complete dataset"
0.0980082168500855,-0.286689791886763,0.00492080631593877,"ephemerellamucronata","all sites","complete dataset"
0.0980082168500855,-0.286689791886763,0.00492080631593875,"ephemerellasp","all sites","complete dataset"
0.178951385103458,-0.167877304658069,-0.186322283483569,"ephoronvirgo","all sites","complete dataset"
-0.0407288271357118,0.282556026228624,-0.137056371643548,"erpobdellanigricollis","all sites","complete dataset"
-0.0407288271357118,0.282556026228624,-0.137056371643548,"erpobdellaoctoculata","all sites","complete dataset"
-0.0407288271357118,0.282556026228624,-0.137056371643548,"erpobdellasp","all sites","complete dataset"
-0.0407288271357118,0.282556026228624,-0.137056371643548,"erpobdellatestacea","all sites","complete dataset"
-0.0407288271357119,0.282556026228624,-0.137056371643549,"erpobdellavilnensis","all sites","complete dataset"
-0.0415023717452424,0.264912924307409,-0.136717910129217,"erpobdellidaegensp","all sites","complete dataset"
-0.238024172377095,0.015462674262266,0.109253346128273,"esolusangustatusad","all sites","complete dataset"
-0.238024172377095,0.0154626742622661,0.109253346128273,"esolusparallelepipedusad","all sites","complete dataset"
-0.238024172377095,0.015462674262266,0.109253346128273,"esolusspad","all sites","complete dataset"
-0.238024172377095,0.0154626742622661,0.109253346128273,"esolussplv","all sites","complete dataset"
0.169236288731254,0.0832903533089326,-0.0553501695678475,"galbatruncatula","all sites","complete dataset"
-0.0530338095905376,-0.202271660484858,-0.122086284489368,"gammarusfossarum","all sites","complete dataset"
-0.0530338095905376,-0.202271660484858,-0.122086284489368,"gammaruspulex","all sites","complete dataset"
-0.0530338095905377,-0.202271660484858,-0.122086284489368,"gammarusroeselii","all sites","complete dataset"
-0.0530338095905376,-0.202271660484858,-0.122086284489368,"gammarussp","all sites","complete dataset"
-0.0530338095905376,-0.202271660484858,-0.122086284489368,"gammarustigrinus","all sites","complete dataset"
-0.0976267592639462,0.208295909360528,-0.265553075735836,"glossiphoniacomplanata","all sites","complete dataset"
-0.0976267592639461,0.208295909360528,-0.265553075735836,"glossiphonianebulosaverrucata","all sites","complete dataset"
-0.0976267592639462,0.208295909360528,-0.265553075735836,"glossiphoniasp","all sites","complete dataset"
-0.0775209015195799,0.213256269324464,-0.272502228415295,"glossiphoniidaegensp","all sites","complete dataset"
0.166581057501479,0.276078029089531,-0.00687212361090741,"glossosomaconformis","all sites","complete dataset"
0.119866102582585,-0.040124736099059,0.123483345346851,"glyphotaeliuspellucidus","all sites","complete dataset"
0.0750151443426844,-0.186166894516245,0.157926070090183,"goerapilosa","all sites","complete dataset"
0.0827763465541665,-0.0615646830153147,0.255589830806453,"goeridaegensp","all sites","complete dataset"
0.0830671647960926,-0.294586819005074,-0.235382947054305,"gomphusvulgatissimus","all sites","complete dataset"
0.0775808871587886,0.136529184278716,0.103453629056093,"gyraulusalbus","all sites","complete dataset"
0.0766092886024358,0.134242247011419,0.0958317864404913,"gyrauluscrista","all sites","complete dataset"
0.0775808871587885,0.136529184278716,0.103453629056093,"gyraulussp","all sites","complete dataset"
-0.305567108462082,0.0659717345845143,0.109145817734933,"gyrinussplv","all sites","complete dataset"
-0.0154241706795993,-0.155365622184174,0.139294809326181,"habroleptoidesconfusa","all sites","complete dataset"
0.0186556906775258,-0.341752902715448,-0.0592628152478593,"habrophlebiafusca","all sites","complete dataset"
0.0186556906775258,-0.341752902715448,-0.0592628152478592,"habrophlebialauta","all sites","complete dataset"
0.0186556906775258,-0.341752902715448,-0.0592628152478593,"habrophlebiasp","all sites","complete dataset"
0.0463253689867602,0.2453559847809,-0.0812718301101027,"haemopissanguisuga","all sites","complete dataset"
0.0585916045986501,0.00882106612616709,0.271513480901355,"halesussp","all sites","complete dataset"
-0.281423954693615,0.109132195028714,0.0278995711790241,"haliplushaliplusspad","all sites","complete dataset"
-0.307629103927388,0.0627352890717282,-0.0490597537856962,"halipluslaminatusad","all sites","complete dataset"
-0.307629103927388,0.0627352890717282,-0.0490597537856963,"haliplusspad","all sites","complete dataset"
-0.307629103927388,0.0627352890717282,-0.0490597537856963,"haliplussplv","all sites","complete dataset"
-0.129509955922745,0.173468116662651,-0.117294771728207,"haplotaxisgordioides","all sites","complete dataset"
-0.139952088229984,0.210706267478084,-0.316050186184154,"helobdellastagnalis","all sites","complete dataset"
-0.374477304526403,0.042633680525815,0.016215024341087,"helophorusarvernicusad","all sites","complete dataset"
-0.374477304526403,0.042633680525815,0.016215024341087,"helophorusbrevipalpisad","all sites","complete dataset"
-0.374477304526403,0.042633680525815,0.016215024341087,"helophorussplv","all sites","complete dataset"
-0.0128098888746339,0.0821042747446125,0.0259456032338451,"hemerodromiasp","all sites","complete dataset"
-0.0917683437908586,0.201231375354831,-0.276532139530344,"hemiclepsismarginata","all sites","complete dataset"
0.00128369532502321,-0.346947730586072,-0.0151519841864691,"heptageniaflava","all sites","complete dataset"
0.00128369532502322,-0.346947730586072,-0.0151519841864691,"heptageniasp","all sites","complete dataset"
0.00128369532502322,-0.346947730586072,-0.0151519841864691,"heptageniasulphurea","all sites","complete dataset"
0.020325932270338,-0.288198868144303,0.0469048944040757,"heptageniidaegensp","all sites","complete dataset"
0.0616299726905593,0.158772917518848,-0.00595732314428104,"hippeutiscomplanatus","all sites","complete dataset"
-0.36783310069215,0.0339707475790257,0.00355330382743405,"hydraenadentipesad","all sites","complete dataset"
-0.36783310069215,0.0339707475790258,0.00355330382743408,"hydraenaexcisaad","all sites","complete dataset"
-0.36783310069215,0.0339707475790259,0.00355330382743405,"hydraenagracilisad","all sites","complete dataset"
-0.36783310069215,0.0339707475790258,0.0035533038274341,"hydraenaminutissimaad","all sites","complete dataset"
-0.36783310069215,0.0339707475790258,0.00355330382743408,"hydraenanigritaad","all sites","complete dataset"
-0.36783310069215,0.0339707475790258,0.00355330382743408,"hydraenaripariaad","all sites","complete dataset"
-0.36783310069215,0.0339707475790258,0.00355330382743403,"hydraenasagaad","all sites","complete dataset"
-0.36783310069215,0.0339707475790258,0.00355330382743406,"hydraenaspad","all sites","complete dataset"
-0.228629384353036,-0.112087454929287,0.0562404626431621,"hydrocyphondeflexicollislv","all sites","complete dataset"
-0.237884415373581,0.0330623825187557,0.0836801545141424,"hydrophilusspad","all sites","complete dataset"
-0.27569532457298,0.135501954015515,0.108019119888361,"hydroporinaegenspad","all sites","complete dataset"
-0.27569532457298,0.135501954015515,0.108019119888361,"hydroporinaegensplv","all sites","complete dataset"
-0.311633316350149,0.131937046561914,0.057986345974164,"hydroporussplv","all sites","complete dataset"
0.213436215046153,0.0743463892212472,0.0927839506710477,"hydropsycheangustipennisangustipennis","all sites","complete dataset"
0.213436215046153,0.0743463892212472,0.0927839506710477,"hydropsychebulgaromanorum","all sites","complete dataset"
0.213436215046153,0.0743463892212472,0.0927839506710477,"hydropsychecontubernaliscontubernalis","all sites","complete dataset"
0.213436215046153,0.0743463892212472,0.0927839506710477,"hydropsychedinarica","all sites","complete dataset"
0.213436215046153,0.0743463892212472,0.0927839506710477,"hydropsycheexocellata","all sites","complete dataset"
0.213436215046153,0.0743463892212472,0.0927839506710477,"hydropsychefulvipes","all sites","complete dataset"
0.213436215046153,0.0743463892212472,0.0927839506710477,"hydropsycheguttata","all sites","complete dataset"
0.213436215046153,0.0743463892212472,0.0927839506710477,"hydropsycheinstabilis","all sites","complete dataset"
0.213436215046153,0.0743463892212472,0.0927839506710477,"hydropsychepellucidulagr","all sites","complete dataset"
0.213436215046153,0.0743463892212472,0.0927839506710477,"hydropsychesaxonica","all sites","complete dataset"
0.213436215046153,0.0743463892212472,0.0927839506710477,"hydropsychesiltalai","all sites","complete dataset"
0.213436215046153,0.0743463892212472,0.0927839506710477,"hydropsychesp","all sites","complete dataset"
0.0217073807722011,0.139361265313996,0.0960239349151492,"hydroptilasp","all sites","complete dataset"
-0.051681525451964,-0.128189483697835,0.100485935273684,"ibisiamarginata","all sites","complete dataset"
-0.264852043532876,0.0467762978250263,0.0723770878550637,"ilybiussplv","all sites","complete dataset"
0.128843244184963,-0.00697697587812768,0.124080878386049,"isoperlasp","all sites","complete dataset"
0.123478768255994,0.0124542170873683,0.229023561391466,"ithytrichialamellaris","all sites","complete dataset"
-0.0491883919547202,-0.149321082506985,-0.208636684826563,"jaeraistri","all sites","complete dataset"
-0.00566104889701155,0.00917586921115575,0.0999994179137793,"jungiellapsychodatineariasp","all sites","complete dataset"
-0.315778866096377,0.121437074624398,0.116760160925374,"laccobiussplv","all sites","complete dataset"
-0.229216348211263,0.130959128419857,0.147944744953191,"laccophilushyalinusad","all sites","complete dataset"
-0.229216348211263,0.130959128419857,0.147944744953191,"laccophilusspad","all sites","complete dataset"
-0.229216348211263,0.130959128419857,0.147944744953191,"laccophilussplv","all sites","complete dataset"
0.0285187901870114,0.0139218043730153,0.229063845375037,"lepidostomabasale","all sites","complete dataset"
0.0200050790376323,0.00204330877160368,0.249005677373692,"lepidostomahirtum","all sites","complete dataset"
0.0382660611741984,-0.00577496669500205,0.265569002607431,"leptoceridaegensp","all sites","complete dataset"
0.0517825645696987,0.0299784798905799,0.274529634461994,"leptocerusinterruptus","all sites","complete dataset"
-0.0119688858715793,-0.323127349574004,0.0545843572523178,"leptophlebiidaegensp","all sites","complete dataset"
-0.0108666904721897,-0.116397624064122,0.0287269733524932,"leuctrageniculata","all sites","complete dataset"
0.0111073608771671,-0.147267988794461,0.0337442137036491,"leuctranigra","all sites","complete dataset"
0.0111073608771671,-0.147267988794461,0.0337442137036491,"leuctrasp","all sites","complete dataset"
-0.36510047569868,0.0357302797649452,0.00916256024625402,"limnebiustruncatellusad","all sites","complete dataset"
0.0600123377747437,-0.0104926814761257,0.276096909775671,"limnephilidaegensp","all sites","complete dataset"
0.0600123377747437,-0.0104926814761257,0.276096909775671,"limnephilinigensp","all sites","complete dataset"
-0.238024172377095,0.0154626742622662,0.109253346128273,"limniusperrisiad","all sites","complete dataset"
-0.238024172377095,0.0154626742622662,0.109253346128273,"limniusspad","all sites","complete dataset"
-0.238024172377095,0.0154626742622662,0.109253346128273,"limniussplv","all sites","complete dataset"
-0.238024172377095,0.0154626742622662,0.109253346128273,"limniusvolckmariad","all sites","complete dataset"
-0.0719720931119968,0.0354933135777605,-0.0217562312651083,"limnophorasp","all sites","complete dataset"
-0.226517882246121,0.063978912094486,-0.0263958447430645,"limoniidaegensp","all sites","complete dataset"
-0.135200094989403,-0.113254008330656,-0.153464454345208,"lithoglyphusnaticoides","all sites","complete dataset"
-0.0313636622262727,0.184326309579239,-0.145886925305064,"lumbriculidaegensp","all sites","complete dataset"
-0.0313636622262726,0.184326309579239,-0.145886925305064,"lumbriculusvariegatus","all sites","complete dataset"
0.126479115221918,0.0890353616579972,-0.0178321252017283,"lymnaeastagnalis","all sites","complete dataset"
0.209259792288803,0.142782291960637,0.109191715877654,"lypesp","all sites","complete dataset"
0.117021804616066,0.0195063695392235,0.270122714443123,"micrasemalongulum","all sites","complete dataset"
0.117021804616066,0.0195063695392235,0.270122714443123,"micrasemaminimum","all sites","complete dataset"
0.0207099008516152,0.0543190747843335,-0.445546850956009,"musculiumlacustre","all sites","complete dataset"
0.0207099008516152,0.0543190747843335,-0.445546850956009,"musculiumsp","all sites","complete dataset"
0.0571877619881248,0.0297384997602575,0.279979192556787,"mystacidesazurea","all sites","complete dataset"
0.0571877619881248,0.0297384997602575,0.279979192556787,"mystacideslongicornisnigra","all sites","complete dataset"
0.0571877619881248,0.0297384997602575,0.279979192556787,"mystacidessp","all sites","complete dataset"
-0.0566106644864606,0.128155726592315,-0.384387660426092,"naididaetubificidaegensp","all sites","complete dataset"
-0.303251686329083,0.133046983273446,0.0226886679642044,"nebrioporusdepressuselegansad","all sites","complete dataset"
0.0250192866480094,-0.157628589307826,0.0920436393712096,"nemourasp","all sites","complete dataset"
0.0549902953225117,-0.173422364418934,0.0672397796125334,"nemouranemurellasp","all sites","complete dataset"
0.069143783621832,-0.0145445462623509,0.13426099752781,"nemurellapictetii","all sites","complete dataset"
-0.269454710782503,0.0776077883368027,-0.0790836738504677,"nepacinerea","all sites","complete dataset"
0.232542393871399,0.185970064865341,0.0348263576467231,"neureclipsisbimaculata","all sites","complete dataset"
-0.176964285903156,0.259871858755618,-0.0201481460450412,"noteruscrassicornisad","all sites","complete dataset"
0.0494824257815336,0.00851270693688285,0.146319130151826,"notidobiaciliaris","all sites","complete dataset"
-0.0911947505146832,0.12774743352004,-0.0737233415885907,"notonectasp","all sites","complete dataset"
0.0450522035207645,-0.10796585077236,0.0893294642476951,"odontocerumalbicorne","all sites","complete dataset"
-0.156746352336782,0.00719616172199889,0.163882299195865,"oecetisnotata","all sites","complete dataset"
-0.156746352336782,0.00719616172199888,0.163882299195865,"oecetisochracea","all sites","complete dataset"
-0.156746352336782,0.00719616172199886,0.163882299195865,"oecetissp","all sites","complete dataset"
-0.156746352336782,0.00719616172199885,0.163882299195865,"oecetistestacea","all sites","complete dataset"
0.0642986895310047,-0.00602169212639488,0.182133904554581,"oecismusmonedulamonedula","all sites","complete dataset"
0.0352608791899189,0.111278381267537,-0.273093044284222,"oligochaetagensp","all sites","complete dataset"
0.0937650188364381,-0.262983012840519,-0.150804454997589,"oligoneuriellarhenana","all sites","complete dataset"
